uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,wgt,relevance,source.uri,source.dataType,source.title,sentiment,eventUri,feed date
8330421393,eng,False,2024-09-21,01:46:55,2024-09-21T01:46:55Z,2024-09-21T01:45:50Z,news,0.6039,https://colombogazette.com/2024/09/21/voting-underway-in-sri-lanka-to-elect-next-president/,Voting underway in Sri Lanka to elect next President,"Voting is underway in Sri Lanka to elect the country's next President with polling centers opening the doors from 7am to 4pm, Saturday.

Over 17 million registered voters will look to pick their ...",[],http://colombogazette.com/wp-content/uploads/2023/02/vote-election.jpg,464579215,1,colombogazette.com,news,Colombo Gazette,-0.0353,eng-9921872,2024-09-21
8330420536,eng,False,2024-09-21,01:44:07,2024-09-21T01:44:07Z,2024-09-21T01:43:48Z,news,0.7725,https://www.shine.cn/news/world/2409213673/,Early in-person voting for 2024 U.S. presidential election begins in three states,"Early in-person voting sites opened throughout the three states of Virginia, Minnesota and South Dakota on Friday, marking the 2024 voting season officially kicked off in the US.

Early in-person ...",[],https://obj.shine.cn/files/2024/09/21/2933c7c0-72e5-4312-9527-eca5fe700bce_0.jpg,464579047,1,shine.cn,news,SHINE,0.098,eng-9917017,2024-09-21
8330414535,eng,False,2024-09-21,01:33:01,2024-09-21T01:33:01Z,2024-09-21T01:32:25Z,news,0.0,https://ceylontoday.lk/2024/09/21/social-media-platforms-fall-short-in-addressing-violations/,Social Media Platforms Fall Short in Addressing Violations - Ceylon Today,"Although the Election Commission of Sri Lanka (EC) has requested the removal of over 800 posts from social media platforms for violating election laws during the 2024 Presidential Election, only 121 ...","{'uri': ['methmalie_dissanayake@ceylontoday.lk'], 'name': ['Methmalie Dissanayake'], 'type': ['author'], 'isAgency': [False]}",https://ceylontoday.lk/wp-content/uploads/2022/04/social-media-640-min-1.webp,464578381,1,ceylontoday.lk,news,CeylonToday,-0.2549,,2024-09-21
2024-09-491707297,eng,True,2024-09-21,01:24:26,2024-09-21T01:24:26Z,2024-09-21T00:59:38Z,news,0.0,https://www.newsmax.com/politics/local-teamsters-endorse/2024/09/20/id/1181162/,Local Teamsters Units Endorse Harris,"After the main Teamsters union declined to endorse either candidate in the 2024 presidential election, local units decided to make their voices heard.

Nearly 24 local Teamsters unions and joint ...","{'uri': ['sam_barron@newsmax.com'], 'name': ['Sam Barron'], 'type': ['author'], 'isAgency': [False]}",https://www.newsmax.com/CMSPages/GetFile.aspx?guid=fda488c8-6428-4044-a6e2-de0c3b2b353c&SiteName=Newsmax&maxsidesize=280,464577866,1,newsmax.com,news,NewsMax,0.0745,,2024-09-21
2024-09-491707298,eng,False,2024-09-21,01:23:48,2024-09-21T01:23:48Z,2024-09-21T00:45:51Z,news,0.0,https://www.newsmax.com/politics/schlapp-government-voters/2024/09/20/id/1181161/,Matt Schlapp to Newsmax: Voters See Govt Programs as Problem,"CPAC Chair Matt Schlapp told Newsmax on Friday that as the race for the presidency tightens, the American people know that ""government programs are causing their problems.""

With the 2024 presidential ...","{'uri': ['jim_morley@newsmax.com'], 'name': ['Jim Morley'], 'type': ['author'], 'isAgency': [False]}",https://www.newsmax.com/CMSPages/GetFile.aspx?guid=90c3732a-6b9c-460f-994e-e78a84c5aef2&SiteName=Newsmax&maxsidesize=280,464577828,1,newsmax.com,news,NewsMax,-0.0588,,2024-09-21
2024-09-491706031,eng,False,2024-09-21,01:19:01,2024-09-21T01:19:01Z,2024-09-21T00:59:38Z,news,0.8471,https://www.newsmax.com/newsfront/local-teamsters-endorse/2024/09/20/id/1181162/,Local Teamsters Units Endorse Harris,"After the main Teamsters union decide not to issue an endorsement in the 2024 presidential election, local units decided to make their voices heard.

Nearly 24 local Teamsters unions and joint ...","{'uri': ['sam_barron@newsmax.com'], 'name': ['Sam Barron'], 'type': ['author'], 'isAgency': [False]}",https://www.newsmax.com/CMSPages/GetFile.aspx?guid=fda488c8-6428-4044-a6e2-de0c3b2b353c&SiteName=Newsmax&maxsidesize=280,464577541,1,newsmax.com,news,NewsMax,0.0745,eng-9921807,2024-09-21
8330399216,eng,False,2024-09-21,01:01:03,2024-09-21T01:01:03Z,2024-09-21T01:00:42Z,news,0.0,https://yen.com.gh/ghana/267256-ndc-justifies-8th-position-ballot-sheet-ll-break/,"NDC justifies 8th position on the ballot sheet: ""We'll break their eight""","Don't miss out! Get your daily dose of sports news straight to your phone. Join YEN's Sports News channel on WhatsApp now!

The National Democratic Congress (NDC) said it is satisfied with its ...","{'uri': ['cornerlis_affre@yen.com.gh'], 'name': ['Cornerlis Affre'], 'type': ['author'], 'isAgency': [False]}",https://cdn.yen.com.gh/images/1200x675/41f69dcfc3df84a1.jpeg?v=1,464576463,1,yen.com.gh,news,Yen.com.gh - Ghana news.,0.2314,,2024-09-21
2024-09-491697968,eng,False,2024-09-21,00:53:57,2024-09-21T00:53:57Z,2024-09-20T21:47:53Z,news,0.7294,https://eu.statesman.com/story/news/politics/elections/state/2024/09/20/ted-cruz-colin-allred-debate-dallas-texas-us-senate-race-2024-october-15/75307952007/,"Ted Cruz, Colin Allred to debate Oct. 15 in race for US Senate. What to know.","Registering to vote is a crucial step in participating in the U.S. election.

Republican incumbent U.S. Sen. Ted Cruz and Democratic challenger U.S. Rep. Colin Allred will debate Oct. 15 in a ...","{'uri': ['austin_american_statesman@eu.statesman.com'], 'name': ['Austin American-Statesman'], 'type': ['author'], 'isAgency': [False]}","https://www.gannett-cdn.com/authoring/authoring-images/2024/09/20/NAAS/75310023007-allred-cruz.jpg?auto=webp&crop=840,473,x0,y12&format=pjpg&width=1200",464576037,1,eu.statesman.com,news,USA TODAY,0.2471,eng-9922144,2024-09-21
2024-09-491697952,eng,True,2024-09-21,00:53:55,2024-09-21T00:53:55Z,2024-09-20T13:34:59Z,news,0.0,https://eu.caller.com/story/news/state/2024/09/20/farm-bill-2024-update-sept-30-deadline-extension-hemp-delta-8-thc-a/75293101007/,Congress unlikely to pass Farm Bill before Sept. 30 deadline. Here's how it affects you,"By contacting your congressional representative, you're making your voice heard on important issues.

Farmers, ranchers, and various agricultural producers are urging Congress to pass a new Farm Bill ...","{'uri': ['corpus_christi_caller_times@caller.com'], 'name': ['Corpus Christi Caller-Times'], 'type': ['author'], 'isAgency': [False]}","https://www.gannett-cdn.com/authoring/authoring-images/2024/08/06/PMJS/74687769007-delta-8-0728.jpg?auto=webp&crop=1634,919,x167,y0&format=pjpg&width=1200",464576035,1,caller.com,news,Corpus Christi Caller Times,0.0667,,2024-09-21
8330383576,eng,True,2024-09-21,00:29:31,2024-09-21T00:29:31Z,2024-09-21T00:29:13Z,news,0.0,https://english.news.cn/northamerica/20240921/d36cd4eed691435ba64b912c22467181/c.html,Early in-person voting for 2024 U.S. presidential election begins in three states,"LOS ANGELES, Sept. 20 (Xinhua) -- Early in-person voting sites opened throughout the three states of Virginia, Minnesota and South Dakota on Friday, marking the 2024 voting season officially kicked ...",[],,464574571,1,english.news.cn,news,english.news.cn,0.1451,,2024-09-21
8330382497,eng,False,2024-09-21,00:27:18,2024-09-21T00:27:18Z,2024-09-21T00:26:48Z,news,0.7451,https://english.news.cn/20240921/0319cb742c14484aad353588e6d282a0/c.html,Early in-person voting for 2024 U.S. presidential election begins in three states,"LOS ANGELES, Sept. 20 (Xinhua) -- Early in-person voting sites opened throughout the three states of Virginia, Minnesota and South Dakota on Friday, marking the 2024 voting season officially kicked ...",[],,464574438,1,english.news.cn,news,english.news.cn,0.1451,eng-9917017,2024-09-21
8330382267,eng,False,2024-09-21,00:26:59,2024-09-21T00:26:59Z,2024-09-21T00:26:21Z,news,0.0,https://www.abcactionnews.com/news/state/black-voters-we-spoke-to-in-jacksonville-said-they-had-some-serious-trust-issues-with-both-candidates,Black voters we spoke to in Jacksonville said they had some serious trust issues with both candidates,"JACKSONVILLE, Fla -- Florida's Black voters seem split on who to support in the remaining weeks of the 2024 presidential election. Those we spoke to in Jacksonville said they had serious trust issues ...","{'uri': ['forrest_saunders@abcactionnews.com'], 'name': ['Forrest Saunders'], 'type': ['author'], 'isAgency': [False]}",https://ewscripps.brightspotcdn.com/dims4/default/c29a15a/2147483647/strip/true/crop/1280x672+0+24/resize/1200x630!/quality/90/?url=http%3A%2F%2Fewscripps-brightspot.s3.amazonaws.com%2Fa4%2F3c%2F3ed939164b5aa55c518e0495b5b2%2Fposter-image-43.jpg,464574419,1,abcactionnews.com,news,WFTS,0.0588,,2024-09-21
8330381912,eng,False,2024-09-21,00:26:38,2024-09-21T00:26:38Z,2024-09-21T00:25:44Z,news,0.0,https://www.pbs.org/video/september-19-2024-pbs-news-hour-full-episode-1726718446/,"PBS News Hour | Season 2024 | September 19, 2024 - PBS News Hour full episode | PBS","On the ""News Hour"" tonight: The leader of Hezbollah says Israel crossed a red line and vows retribution for the exploding pagers and walkie-talkies that killed some of its members.

AMNA NAWAZ: The ...",[],https://image.pbs.org/video-assets/3j47Ykc-asset-mezzanine-16x9-Ralt8MS.jpg?focalcrop=1200x630x50x10&format=auto,464574398,1,pbs.org,news,PBS.org,-0.2235,,2024-09-21
8330381582,eng,False,2024-09-21,00:25:23,2024-09-21T00:25:23Z,2024-09-21T00:24:50Z,news,0.4902,https://www.castanet.net/news/Entertainment/507803/Kamala-Harris-praises-Taylor-Swift-s-courage,Kamala Harris praises Taylor Swift's courage - Entertainment News,"Photo: BANG Showbiz. All rights reserved.

Kamala Harris respects Taylor Swift's courage in endorsing her for US President.

The current Vice President and Democratic nominee for President in the ...",[],https://www.castanet.net/content/2024/9/bang_101078_p.jpg,464574323,1,castanet.net,news,Castanet,0.4431,eng-9915124,2024-09-21
8330369346,eng,False,2024-09-21,00:04:01,2024-09-21T00:04:01Z,2024-09-21T00:02:49Z,news,0.6588,https://www.foxnews.com/us/soldiers-first-states-started-handle-early-absentee-voting,Soldiers were first: How and why the states started and now handle early and absentee voting,"Fox News chief political anchor Bret Baier examines options for voting nationwide in the 2024 presidential election on 'Special Report.'

The election process is officially underway in many states ...","{'uri': ['bret_baier@foxnews.com'], 'name': ['Bret Baier'], 'type': ['author'], 'isAgency': [False]}",https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2024/09/1024/512/dem24_mapxps_2024_ballot_counting_ypgb.png?ve=1&tl=1,464573041,1,foxnews.com,news,Fox News,-0.0118,eng-9917017,2024-09-21
8330366923,eng,True,2024-09-21,00:00:30,2024-09-21T00:00:30Z,2024-09-20T23:58:45Z,news,0.0,https://www.yahoo.com/news/north-carolina-judge-rejects-gop-195454901.html,North Carolina judge rejects GOP request to bar students from using digital IDs to vote,"A North Carolina judge has rejected Republicans' request to bar students and school employees from using digital identification cards to vote.

Wake Superior Court Judge Keith Gregory denied on ...",[],https://media.zenfs.com/en/the_hill_articles_341/e34c07c8d9d18eaeb8f0937f627b618d,464572830,1,yahoo.com,news,Yahoo,0.0039,,2024-09-21
2024-09-491677599,eng,False,2024-09-20,23:51:35,2024-09-20T23:51:35Z,2024-09-20T23:41:06Z,news,0.7412,https://www.greenbaypressgazette.com/story/news/politics/elections/2024/09/20/kamala-harris-presidential-campaign-event-in-madison-wisconsin-today-live-updates/75307589007/,Kamala Harris rally in Wisconsin live updates from Alliant Energy Center in Madison,"Vice President Kamala Harris will hold a campaign rally in Madison Friday night, part of her presidential campaign against former president Donald Trump.

Harris arrived at the Dane County Regional ...",[],"https://www.greenbaypressgazette.com/gcdn/authoring/authoring-images/2024/08/07/PMJS/74713073007-mjs-harris-07-18.jpg?crop=5999,3376,x0,y181&width=1600&height=800&format=pjpg&auto=webp",464572295,1,greenbaypressgazette.com,news,Green Bay Press-Gazette,0.0824,eng-9923006,2024-09-21
2024-09-491676961,eng,False,2024-09-20,23:49:27,2024-09-20T23:49:27Z,2024-09-20T20:44:00Z,news,0.7804,https://www.modernghana.com/news/1343149/2024-election-npp-chooses-no-1-on-ballot-paper.html,"2024 election balloting: NPP picks No.1, NDC gets No.8","The balloting to determine the order of presidential candidates on the ballot paper for the 2024 General Election has been conducted by the Electoral Commission (EC).

At the end of the exercise ...",[],https://cdn.modernghana.com/images/content/920202494432-rvmypcb553-election1.jpg,464572167,15,modernghana.com,news,Modern Ghana,0.1294,eng-9923815,2024-09-21
8330354084,eng,True,2024-09-20,23:32:16,2024-09-20T23:32:16Z,2024-09-20T23:31:48Z,news,0.0,https://afro.com/kamala-harris-race-issues/,How Kamala Harris Talks About Race Issues,"""Black Vote, Black Power,"" a collaboration between Keith Boykin and Word In Black, examines the issues, the candidates, and what's at stake for Black America in the 2024 presidential election.

To ...","{'uri': ['word_in_black@afro.com'], 'name': ['Word In Black'], 'type': ['author'], 'isAgency': [False]}",https://afro.com/wp-content/uploads/2024/09/GettyImages-2171844127.jpg,464571136,1,afro.com,news,AFRO,-0.2784,,2024-09-21
2024-09-491669698,eng,False,2024-09-20,23:27:06,2024-09-20T23:27:06Z,2024-09-20T23:17:14Z,news,0.0,https://www.pbs.org/newshour/nation/crossroads-a-conversation-with-america-a-pbs-news-special,Crossroads: A conversation with America - A PBS News Special,"Two years ago, PBS News special correspondent Judy Woodruff and her team set out to better understand the growing political polarization in America. That project is America at a Crossroads.

The ...","{'uri': ['two_years_ago@pbs.org'], 'name': ['Two Years Ago'], 'type': ['author'], 'isAgency': [False]}",https://d3i6fh83elv35t.cloudfront.net/static/2024/09/PBSNH_Crossroads_Key_Art_1440x1080-1024x768.jpg,464570826,1,pbs.org,news,PBS.org,0.2157,,2024-09-21
8330340879,eng,True,2024-09-20,23:09:39,2024-09-20T23:09:39Z,2024-09-20T23:08:02Z,news,0.0,https://1010wcsi.com/fox-politics/trump-has-higher-favorability-numbers-than-taylor-swift-poll-finds/,"Trump has higher favorability numbers than Taylor Swift, poll finds - 1010 WCSI","A new poll has found that former President Trump has higher favorability numbers among likely voters compared to pop superstar Taylor Swift.

The New York Times, Philadelphia Inquirer and Siena ...",[],https://1010wcsi.com/wp-content/uploads/2020/07/WCSI-header.png,464569779,1,1010wcsi.com,news,1010 WCSI,0.4039,,2024-09-21
8330341635,eng,False,2024-09-20,23:09:32,2024-09-20T23:09:32Z,2024-09-20T23:09:09Z,news,0.7451,https://www.aa.com.tr/en/americas/in-person-early-voting-for-2024-us-presidential-election-begins-in-3-states/3336324,In-person early voting for 2024 US presidential election begins in 3 states,"Minnesota, Virginia, South Dakota receiving initial ballots 6 weeks before Nov. 5 Election Day

Three states began in-person early voting Friday six weeks before the 2024 US presidential election ...",[],https://cdnuploads.aa.com.tr/uploads/Contents/2024/09/21/thumbs_b_c_69e77ef8e242dfef2013466c9760fae2.jpg?v=020022,464569772,1,aa.com.tr,news,Anadolu Ajansı,-0.051,eng-9917017,2024-09-21
8330340882,eng,True,2024-09-20,23:09:03,2024-09-20T23:09:03Z,2024-09-20T23:08:02Z,news,0.0,https://1010wcsi.com/fox-politics/mayorkas-top-border-officials-in-biden-harris-admin-worth-millions-database/,"Mayorkas, top border officials in Biden-Harris admin worth millions: database - 1010 WCSI","Department of Homeland Security (DHS) Secretary Alejandro Mayorkas and other top officials dealing with the crisis at the southern border are worth millions, according to a database collecting federal ...",[],https://1010wcsi.com/wp-content/uploads/2020/07/WCSI-header.png,464569743,1,1010wcsi.com,news,1010 WCSI,-0.1451,,2024-09-21
8330340886,eng,True,2024-09-20,23:08:30,2024-09-20T23:08:30Z,2024-09-20T23:08:02Z,news,0.0,https://1010wcsi.com/fox-politics/harris-trump-showdown-presidential-nominees-hit-key-battleground-states-as-election-approaches/,Harris-Trump Showdown: Presidential nominees hit key battleground states as election approaches - 1010 WCSI,"With just over six weeks to go until Election Day on November 5, and early and absentee voting now underway in an increasing number of states, Vice President Kamala Harris and former President Trump ...",[],https://1010wcsi.com/wp-content/uploads/2020/07/WCSI-header.png,464569710,1,1010wcsi.com,news,1010 WCSI,0.1373,,2024-09-21
2024-09-491661323,eng,False,2024-09-20,23:05:09,2024-09-20T23:05:09Z,2024-09-20T22:51:05Z,news,0.4353,https://www.thegazette.com/campaigns-elections/iowas-top-elections-official-discusses-mysterious-package-delivered-to-his-office/,Iowa's top elections official discusses mysterious package delivered to his office,"Also, county auditor cautions voters about tight timeline for absentee ballots

JOHNSTON -- No state worker was endangered when a suspicious package was delivered to the office of Iowa's top elections ...","{'uri': ['erin_murphy@thegazette.com'], 'name': ['Erin Murphy'], 'type': ['author'], 'isAgency': [False]}",https://imengine.public.prod.cdr.navigacloud.com/?uuid=b1445200-0355-5c32-a2ee-4e9011c97fd6&type=preview&q=75&width=1200&height=800,464569509,1,thegazette.com,news,The Gazette,-0.1059,eng-9913730,2024-09-21
8330338467,eng,False,2024-09-20,23:04:23,2024-09-20T23:04:23Z,2024-09-20T23:04:13Z,news,0.698,https://www.factcheck.org/2024/09/false-claims-of-backlash-to-taylor-swifts-endorsement-of-harris/,False Claims of Backlash to Taylor Swift's Endorsement of Harris - FactCheck.org,"Este artículo estará disponible en español en El Tiempo Latino.

Pop star Taylor Swift endorsed Vice President Kamala Harris for president on Sept. 10. Social media posts falsely claim that, as a ...",[],https://cdn.factcheck.org/UploadedFiles/Harris-Swift-720x307-1.png,464569463,15,factcheck.org,news,FactCheck.org,0.3961,eng-9920795,2024-09-21
8330334541,eng,True,2024-09-20,22:59:15,2024-09-20T22:59:15Z,2024-09-20T22:58:04Z,news,0.0,https://www.fox35orlando.com/news/harris-trump-better-economy-poll-september-20-2024,Would Harris or Trump do a better job on the economy? Voters spilt in new poll,"WASHINGTON - As the 2024 presidential election inches closer, neither Kamala Harris nor Donald Trump appear to have a decisive edge with the public on the economy, according to a new poll.

About 4 in ...",[],https://images.foxtv.com/static.livenowfox.com/www.livenowfox.com/content/uploads/2024/09/1280/720/trump-harris-3.jpg?ve=1&tl=1,464569155,1,fox35orlando.com,news,FOX 35 Orlando,0.2235,,2024-09-21
8330329095,eng,True,2024-09-20,22:51:35,2024-09-20T22:51:35Z,2024-09-20T22:48:08Z,news,0.0,https://www.yahoo.com/news/early-voting-underway-minnesota-know-223300974.html,Early voting is underway in Minnesota. Here's what to know.,"The earliest ballots in the 2024 presidential election are now being cast, with Minnesota among the country's earliest states to allow voting.

As of Friday, Sept. 20, early voting is open in ...",[],https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,464568695,1,yahoo.com,news,Yahoo,0.0353,,2024-09-21
8330324826,eng,False,2024-09-20,22:40:34,2024-09-20T22:40:34Z,2024-09-20T22:40:19Z,news,0.702,https://www.objectivist.co/2024/09/the-georgia-election-board-just-issued-a-major-ruling-on-the-counting-of-votes-watch/,The Georgia Election Board Just Issued A Major Ruling On The Counting Of Votes [WATCH],"The Georgia State Election Board voted 3-2 on Friday to mandate the hand-counting of ballots in addition to machine tallies for the 2024 election.

The decision, driven by the Republican majority on ...",[],https://www.rvmnews.com/wp-content/uploads/2024/09/2024.09.20-09.36-rvmnews-66edeaf338c8b.jpg,464568034,1,objectivist.co,news,Objectivist,0.3569,eng-9915472,2024-09-21
8330323636,eng,True,2024-09-20,22:40:10,2024-09-20T22:40:10Z,2024-09-20T22:38:34Z,news,0.0,https://1010wcsi.com/fox-politics/illegal-immigrant-bites-border-patrol-agent-in-the-face-amid-significant-rise-of-attacks-on-cbp/,Illegal immigrant bites Border Patrol agent in the face amid 'significant rise' of attacks on CBP - 1010 WCSI,"An illegal immigrant coming across the U.S. border bit a Border Patrol agent in the face while being taken into custody, Customs and Border Protection (CBP) confirmed to Fox News on Friday.

The ...",[],https://1010wcsi.com/wp-content/uploads/2020/07/WCSI-header.png,464568010,1,1010wcsi.com,news,1010 WCSI,-0.5216,,2024-09-21
8330323638,eng,True,2024-09-20,22:39:36,2024-09-20T22:39:36Z,2024-09-20T22:38:34Z,news,0.0,https://1010wcsi.com/fox-politics/election-board-in-crucial-swing-state-issues-controversial-ruling-requiring-hand-counting-of-ballots/,Election board in crucial swing state issues controversial ruling requiring hand counting of ballots - 1010 WCSI,"The election board in one of the most crucial swing states in the 2024 presidential election approved a controversial new rule that will require the hand counting of ballots on election night.

The ...",[],https://1010wcsi.com/wp-content/uploads/2020/07/WCSI-header.png,464567976,1,1010wcsi.com,news,1010 WCSI,0.1529,,2024-09-21
8330323037,eng,False,2024-09-20,22:37:41,2024-09-20T22:37:41Z,2024-09-20T22:37:24Z,news,0.6667,https://www.twincities.com/2024/09/20/early-voting-is-underway-in-minnesota-heres-what-to-know/,Early voting is underway in Minnesota. Here's what to know.,"The earliest ballots in the 2024 presidential election are now being cast, with Minnesota among the country's earliest states to allow voting.

As of Friday, Sept. 20, early voting is open in ...","{'uri': ['alex_derosier@twincities.com'], 'name': ['Alex Derosier'], 'type': ['author'], 'isAgency': [False]}",https://www.twincities.com/wp-content/uploads/2020/11/GettyImages-1229422303.jpg?w=640,464567861,1,twincities.com,news,Twin Cities,0.0353,eng-9913730,2024-09-21
8330322687,eng,False,2024-09-20,22:37:00,2024-09-20T22:37:00Z,2024-09-20T22:36:41Z,news,0.0,https://www.alternativenation.net/scott-stapp-gets-political-at-creed-concert/,Scott Stapp Gets Political At Creed Concert - Alternative Nation,"Creed frontman Scott Stapp recently halted a Creed show to share his plan to save America.

""...And it's my opinion that that's exactly what the powers that be, that's what they want. They want us ...","{'uri': ['bishal_roy@alternativenation.net'], 'name': ['Bishal Roy'], 'type': ['author'], 'isAgency': [False]}",https://www.alternativenation.net/wp-content/uploads/2023/07/creednewreunion.jpg,464567820,1,alternativenation.net,news,Alternative Nation,0.1216,,2024-09-21
8330314412,eng,True,2024-09-20,22:26:22,2024-09-20T22:26:22Z,2024-09-20T22:23:30Z,news,0.0,https://wfin.com/fox-political-news/trump-has-higher-favorability-numbers-than-taylor-swift-poll-finds/,"Trump has higher favorability numbers than Taylor Swift, poll finds - WFIN Local News","A new poll has found that former President Trump has higher favorability numbers among likely voters compared to pop superstar Taylor Swift.

The New York Times, Philadelphia Inquirer and Siena ...",[],https://wfin.com/wp-content/uploads/2018/03/WFIN-AM-FM-logo.png,464567182,1,wfin.com,news,WFIN,0.4039,,2024-09-21
8330314414,eng,False,2024-09-20,22:26:05,2024-09-20T22:26:05Z,2024-09-20T22:23:30Z,news,0.7137,https://wfin.com/fox-political-news/mayorkas-top-border-officials-in-biden-harris-admin-worth-millions-database/,"Mayorkas, top border officials in Biden-Harris admin worth millions: database - WFIN Local News","Department of Homeland Security (DHS) Secretary Alejandro Mayorkas and other top officials dealing with the crisis at the southern border are worth millions, according to a database collecting federal ...",[],https://wfin.com/wp-content/uploads/2018/03/WFIN-AM-FM-logo.png,464567165,1,wfin.com,news,WFIN,-0.1451,eng-9920125,2024-09-21
8330314417,eng,False,2024-09-20,22:25:26,2024-09-20T22:25:26Z,2024-09-20T22:23:30Z,news,0.6078,https://wfin.com/fox-political-news/harris-trump-showdown-presidential-nominees-hit-key-battleground-states-as-election-approaches/,Harris-Trump Showdown: Presidential nominees hit key battleground states as election approaches - WFIN Local News,"With just over six weeks to go until Election Day on November 5, and early and absentee voting now underway in an increasing number of states, Vice President Kamala Harris and former President Trump ...",[],https://wfin.com/wp-content/uploads/2018/03/WFIN-AM-FM-logo.png,464567126,1,wfin.com,news,WFIN,0.1373,zho-1691138,2024-09-21
8330314421,eng,False,2024-09-20,22:24:42,2024-09-20T22:24:42Z,2024-09-20T22:23:30Z,news,0.8078,https://wfin.com/fox-political-news/illegal-immigrant-bites-border-patrol-agent-in-the-face-amid-significant-rise-of-attacks-on-cbp/,Illegal immigrant bites Border Patrol agent in the face amid 'significant rise' of attacks on CBP - WFIN Local News,"An illegal immigrant coming across the U.S. border bit a Border Patrol agent in the face while being taken into custody, Customs and Border Protection (CBP) confirmed to Fox News on Friday.

The ...",[],https://wfin.com/wp-content/uploads/2018/03/WFIN-AM-FM-logo.png,464567082,1,wfin.com,news,WFIN,-0.5216,eng-9923941,2024-09-21
8330314423,eng,True,2024-09-20,22:24:33,2024-09-20T22:24:33Z,2024-09-20T22:23:30Z,news,0.0,https://wfin.com/fox-political-news/election-board-in-crucial-swing-state-issues-controversial-ruling-requiring-hand-counting-of-ballots/,Election board in crucial swing state issues controversial ruling requiring hand counting of ballots - WFIN Local News,"The election board in one of the most crucial swing states in the 2024 presidential election approved a controversial new rule that will require the hand counting of ballots on election night.

The ...",[],https://wfin.com/wp-content/uploads/2018/03/WFIN-AM-FM-logo.png,464567073,1,wfin.com,news,WFIN,0.1529,,2024-09-21
8330314337,eng,True,2024-09-20,22:23:39,2024-09-20T22:23:39Z,2024-09-20T22:23:23Z,news,0.0,https://www.salon.com/2024/09/20/shes-an-incredible-artist-harris-shows-gratitude-for-swift-endorsement/?in_brief=true,"Sep 20, 6:07 pm EDT         
           Harris praises Swift after endorsement","Vice President Kamala Harris addresses the Democratic National Convention at the United Center in Chicago, Ill., on Monday, August 19, 2024. (Tom Williams/CQ-Roll Call, Inc via Getty Images)

Vice ...",[],,464567019,1,salon.com,news,Salon.com,0.2863,,2024-09-21
8330312504,eng,False,2024-09-20,22:21:03,2024-09-20T22:21:03Z,2024-09-20T22:20:26Z,news,0.7569,https://www.dailymail.co.uk/news/article-13875161/Georgia-swing-state-ballot-presidential-election-2024.html,Swing state's controversial decision that could election into chaos,"Georgia's election board has ordered the 2024 presidential election ballots be counted by hand in a decision that could cause chaos for the results.

The battleground state is one of seven that could ...",[],https://i.dailymail.co.uk/1s/2024/09/20/23/89927237-0-image-a-21_1726870628141.jpg,464566863,15,dailymail.co.uk,news,Daily Mail Online,-0.1373,eng-9915472,2024-09-21
8330308825,eng,False,2024-09-20,22:15:10,2024-09-20T22:15:10Z,2024-09-20T22:14:36Z,news,0.0,https://hollywoodlife.com/feature/snl-donald-trump-season-50-5322655/,How 'SNL' Will 'Reinvent' Its Version of Donald Trump in Season 50,"With the presidential election around the corner, Saturday Night Live is likely gearing up for political comedy skits in its 50th season. The show has previously had actors portray former President ...","{'uri': ['jessica_acosta@hollywoodlife.com'], 'name': ['Jessica Acosta'], 'type': ['author'], 'isAgency': [False]}",https://hollywoodlife.com/wp-content/uploads/2024/09/NUP_204567_00015_44f3cc-e1726870412431.jpg?fit=1000%2C565,464566510,1,hollywoodlife.com,news,Hollywood Life,0.1922,,2024-09-21
8330304617,eng,False,2024-09-20,22:08:41,2024-09-20T22:08:41Z,2024-09-20T22:08:27Z,news,0.7059,https://www.salon.com/2024/09/20/shes-an-incredible-artist-harris-shows-gratitude-for-swift-endorsement/,"""She's an incredible artist"": Harris shows gratitude for Swift endorsement","Vice President Kamala Harris addresses the Democratic National Convention at the United Center in Chicago, Ill., on Monday, August 19, 2024. (Tom Williams/CQ-Roll Call, Inc via Getty Images)

Vice ...",[],https://mediaproxy.salon.com/width/1200/https://media2.salon.com/2024/08/kamala_harris_2166823564.jpg,464566121,1,salon.com,news,Salon.com,0.2863,eng-9915124,2024-09-21
8330297687,eng,True,2024-09-20,22:03:11,2024-09-20T22:03:11Z,2024-09-20T21:59:04Z,news,0.7137,https://www.yahoo.com/news/ted-cruz-colin-allred-debate-214753771.html,"Ted Cruz, Colin Allred to debate Oct. 15 in race for US Senate. What to know.",Republican incumbent U.S. Sen. Ted Cruz and Democratic challenger U.S. Rep. Colin Allred will debate Oct. 15 in a televised event in Dallas that will take place less than a week before the start of ...,[],https://media.zenfs.com/en/austin-american-statesman/af6d68011715432caf9768670e409d7a,464565791,1,yahoo.com,news,Yahoo,0.1922,,2024-09-21
