uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,eventUri,sentiment,wgt,relevance,source.uri,source.dataType,source.title,image,feed date
2024-08-467892731,eng,False,2024-08-28,01:35:56,2024-08-28T01:35:56Z,2024-08-28T00:44:43Z,news,0.7294,https://hillreporter.com/trump-loses-it-after-jack-smith-finds-workaround-on-federal-case,Trump Loses It After Jack Smith Finds Workaround on Federal Case,"Donald Trump lost it on Tuesday after Jack Smith issued a superseding indictment against him.

When he was in office, Trump appointed several judges to the Supreme Court and federal benches. He ...",[],eng-9852637,-0.2078,462504956,1,hillreporter.com,news,HillReporter.com,https://hillreporter.com/fp/static/_d_9b8e2900-7521-41cb-aa4e-59e9977f65a8.jpeg,2024-08-28
2024-08-467890609,eng,False,2024-08-28,01:31:57,2024-08-28T01:31:57Z,2024-08-28T01:25:06Z,news,0.7882,https://www.newsweek.com/taylor-swift-swifties-kamala-harris-democrats-elizabeth-warren-1945217,"Carole King, Elizabeth Warren join leaders backing Swifties for Kamala","Taylor Swift fans are not waiting for the pop star to endorse a candidate in this presidential election.

Over 20,000 Swifties joined a Zoom webinar kickoff call with Swifties for Kamala Tuesday night ...","{'uri': ['monica_sager@newsweek.com'], 'name': ['Monica Sager'], 'type': ['author'], 'isAgency': [False]}",eng-9852400,0.4275,462504717,1,newsweek.com,news,Newsweek,https://d.newsweek.com/en/full/2459180/emerald-medrano-rep-balint.webp,2024-08-28
2024-08-467889157,eng,False,2024-08-28,01:28:05,2024-08-28T01:28:05Z,2024-08-28T01:26:12Z,news,0.6039,https://deadline.com/2024/08/carole-king-swifties-for-kamala-1236061413/,Carole King Speaks At Swifties For Kamala Organizing Call: 'There Is Nothing To Lose And Everything To Gain',"Kevin Costner's 'Horizon: An American Saga': Everything We Know So Far

Singer-songwriter Carole King joined the Swifties for Kamala organizing call Thursday August 27 to encourage those present to ...","{'uri': ['dessi_gomez@deadline.com'], 'name': ['Dessi Gomez'], 'type': ['author'], 'isAgency': [False]}",eng-9852400,0.1373,462504485,1,deadline.com,news,Deadline,https://deadline.com/wp-content/uploads/2024/08/GettyImages-1350342648.jpg?w=1024,2024-08-28
8294768477,eng,False,2024-08-28,01:03:33,2024-08-28T01:03:33Z,2024-08-28T01:03:23Z,news,0.0,https://fair.org/home/breaking-news-alerts-keep-public-posted-on-trivia-and-trump/,Breaking News Alerts Keep Public Posted on Trivia and Trump,"Much like the front page, breaking-news newsletters demonstrate which stories news outlets think deserve the most attention. It's important real estate: By pushing these stories to readers, they ...",[],,0.2314,462503013,1,fair.org,news,FAIR,https://fair.org/wp-content/uploads/2024/08/Breaking-News-Chart-Featured.png,2024-08-28
8294767560,eng,False,2024-08-28,01:02:26,2024-08-28T01:02:26Z,2024-08-28T01:02:05Z,news,0.7137,http://fromthetrenchesworldreport.com/california-moves-to-give-illegal-immigrants-up-to-150000-loans-for-new-homes/327870,"California moves to give illegal immigrants up to $150,000 loans for new homes | From the Trenches World Report","California could be the first state in America to provide illegal immigrants with up to $150,000 in taxpayer-funded loans. This comes amid the Biden-Harris administration's ongoing border crisis in ...",[],eng-9848651,-0.1686,462502946,1,fromthetrenchesworldreport.com,news,From the Trenches World Report,https://mr.cdn.ignitecdn.com/client_assets/thepostmillennial_com/media/picture/66ce/02e0/8606/fa11/c453/8f75/original_pic_-_2024-08-27T124607.782.jpg?1724777185,2024-08-28
8294760192,eng,True,2024-08-28,00:50:52,2024-08-28T00:50:52Z,2024-08-28T00:50:38Z,news,0.0,https://keyt.com/politics/cnn-us-politics/2024/08/27/takeaways-from-the-new-indictment-against-donald-trump-in-the-january-6-and-election-subversion-case-3/,Takeaways from the new indictment against Donald Trump in the January 6 and election subversion case,"(CNN) -- Special counsel Jack Smith provided the latest twist in the 2020 election subversion case against former President Donald Trump, filing a retooled indictment Tuesday that he hopes comports ...",[],,0.2471,462502252,1,keyt.com,news,NewsChannel 3-12,https://keyt.b-cdn.net/2024/08/cnn-L19jb21wb25lbnRzL2ltYWdlL2luc3RhbmNlcy9jbTBkMDRwdDIwMDB3M2I2a3V5dnk0aDVu-L19jb21wb25lbnRzL2FydGljbGUvaW5zdGFuY2VzL2NtMGN6bnhyYzAwMG00NXAzNm0xNWZja3I-1-860x484.jpg,2024-08-28
8294760194,eng,True,2024-08-28,00:50:47,2024-08-28T00:50:47Z,2024-08-28T00:50:38Z,news,0.0,https://keyt.com/politics/cnn-us-politics/2024/08/27/takeaways-from-the-new-indictment-against-donald-trump-in-the-january-6-and-election-subversion-case-2/,Takeaways from the new indictment against Donald Trump in the January 6 and election subversion case,"(CNN) -- Special counsel Jack Smith provided the latest twist in the 2020 election subversion case against former President Donald Trump, filing a retooled indictment Tuesday that he hopes comports ...",[],,0.2471,462502247,1,keyt.com,news,NewsChannel 3-12,https://keyt.b-cdn.net/2024/08/cnn-L19jb21wb25lbnRzL2ltYWdlL2luc3RhbmNlcy9jbTBkMDRwdDIwMDB3M2I2a3V5dnk0aDVu-L19jb21wb25lbnRzL2FydGljbGUvaW5zdGFuY2VzL2NtMGN6bnhyYzAwMG00NXAzNm0xNWZja3I-860x484.jpg,2024-08-28
2024-08-467865573,eng,True,2024-08-28,00:34:13,2024-08-28T00:34:13Z,2024-08-27T22:59:01Z,news,0.0,https://www.channel3000.com/news/national-and-world-news/takeaways-from-the-new-indictment-against-donald-trump-in-the-january-6-and-election-subversion/article_dc1390cd-753c-524e-8bc0-bb5b2b1bd5fc.html,Takeaways from the new indictment against Donald Trump in the January 6 and election subversion case,"Special counsel Jack Smith and former President Donald Trump.

(CNN) -- Special counsel Jack Smith provided the latest twist in the 2020 election subversion case against former President Donald Trump, ...","{'uri': ['john_fritze@channel3000.com'], 'name': ['John Fritze'], 'type': ['author'], 'isAgency': [False]}",,0.1373,462501253,1,channel3000.com,news,Channel 3000,https://bloximages.newyork1.vip.townnews.com/channel3000.com/content/tncms/assets/v3/editorial/e/45/e453b944-95b9-5156-a27a-32c424b644f8/66ce6732105a5.image.jpg?crop=1920%2C1008%2C0%2C35&resize=438%2C230&order=crop%2Cresize,2024-08-28
8294746413,eng,True,2024-08-28,00:33:01,2024-08-28T00:33:01Z,2024-08-28T00:31:35Z,news,0.0,https://kion546.com/politics/cnn-us-politics/2024/08/27/takeaways-from-the-new-indictment-against-donald-trump-in-the-january-6-and-election-subversion-case-2/,Takeaways from the new indictment against Donald Trump in the January 6 and election subversion case - KION546,"(CNN) -- Special counsel Jack Smith provided the latest twist in the 2020 election subversion case against former President Donald Trump, filing a retooled indictment Tuesday that he hopes comports ...",[],,0.2471,462501181,1,kion546.com,news,KION546,https://kion546.b-cdn.net/2024/08/cnn-L19jb21wb25lbnRzL2ltYWdlL2luc3RhbmNlcy9jbTBkMDRwdDIwMDB3M2I2a3V5dnk0aDVu-L19jb21wb25lbnRzL2FydGljbGUvaW5zdGFuY2VzL2NtMGN6bnhyYzAwMG00NXAzNm0xNWZja3I-860x484.jpg,2024-08-28
8294746415,eng,True,2024-08-28,00:32:51,2024-08-28T00:32:51Z,2024-08-28T00:31:35Z,news,0.0,https://kion546.com/politics/cnn-us-politics/2024/08/27/takeaways-from-the-new-indictment-against-donald-trump-in-the-january-6-and-election-subversion-case/,Takeaways from the new indictment against Donald Trump in the January 6 and election subversion case - KION546,"(CNN) -- Special counsel Jack Smith provided the latest twist in the 2020 election subversion case against former President Donald Trump, filing a retooled indictment Tuesday that he hopes comports ...","{'uri': ['cnn_newsource@kion546.com'], 'name': ['Cnn Newsource'], 'type': ['author'], 'isAgency': [False]}",,0.2471,462501171,1,kion546.com,news,KION546,https://kion546.b-cdn.net/2023/10/kionlogog-860x540.jpg,2024-08-28
8294746411,eng,True,2024-08-28,00:32:31,2024-08-28T00:32:31Z,2024-08-28T00:31:35Z,news,0.0,https://kion546.com/cnn-opinion/2024/08/27/mark-zuckerbergs-election-season-gift-to-republicans/,Mark Zuckerberg's election-season gift to Republicans - KION546,"(CNN) -- Mark Zuckerberg is handing Republicans political victories ahead of the 2024 presidential election, acquiescing to years of GOP grievances over his company's policies.

In recent days, the ...","{'uri': ['cnn_newsource@kion546.com'], 'name': ['Cnn Newsource'], 'type': ['author'], 'isAgency': [False]}",,0.0902,462501151,1,kion546.com,news,KION546,https://kion546.b-cdn.net/2023/10/kionlogog-860x540.jpg,2024-08-28
8294746414,eng,True,2024-08-28,00:31:49,2024-08-28T00:31:49Z,2024-08-28T00:31:35Z,news,0.0,https://kion546.com/politics/cnn-us-politics/2024/08/27/takeaways-from-the-new-indictment-against-donald-trump-in-the-january-6-and-election-subversion-case-3/,Takeaways from the new indictment against Donald Trump in the January 6 and election subversion case - KION546,"(CNN) -- Special counsel Jack Smith provided the latest twist in the 2020 election subversion case against former President Donald Trump, filing a retooled indictment Tuesday that he hopes comports ...",[],,0.2471,462501109,1,kion546.com,news,KION546,https://kion546.b-cdn.net/2024/08/cnn-L19jb21wb25lbnRzL2ltYWdlL2luc3RhbmNlcy9jbTBkMDRwdDIwMDB3M2I2a3V5dnk0aDVu-L19jb21wb25lbnRzL2FydGljbGUvaW5zdGFuY2VzL2NtMGN6bnhyYzAwMG00NXAzNm0xNWZja3I-1-860x484.jpg,2024-08-28
8294743178,eng,False,2024-08-28,00:27:38,2024-08-28T00:27:38Z,2024-08-28T00:27:25Z,news,0.0,https://www.thenortherner.com/news/2024/08/27/political-communication-and-the-election-theme-of-first-victor-talks-of-the-semester/,"Political communication and the election, theme of first Victor Talks of the semester","Editor's note: The writer of this article is part of the Political Communication course taught by President Short-Thompson and Hart.

President Cady Short-Thompson and Dr. Zachary Hart delivered the ...","{'uri': ['emily_sisk@thenortherner.com'], 'name': ['Emily Sisk'], 'type': ['author'], 'isAgency': [False]}",,0.1529,462500858,1,thenortherner.com,news,The Northerner,https://www.thenortherner.com/wp-content/uploads/2024/08/Victor-Talk-1-09-Large.jpeg,2024-08-28
8294740625,eng,False,2024-08-28,00:24:03,2024-08-28T00:24:03Z,2024-08-28T00:23:49Z,news,0.749,https://www.yahoo.com/news/trump-indicted-second-time-election-203707724.html,Trump indicted a second time in election subversion case brought by special counsel Jack Smith,"Special Counsel Jack Smith on Tuesday filed another indictment against former President Trump over his alleged efforts to challenge the results of the 2020 presidential election, revising the charges ...",[],eng-9852234,0.2471,462500643,13,yahoo.com,news,Yahoo,https://s.yimg.com/ny/api/res/1.2/ONu2rBz0Xe0vMLmc.AEGPQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU7Y2Y9d2VicA--/https://media.zenfs.com/en/fox_news_text_979/17ba3494f40098916e8b530c001137e1,2024-08-28
8294740626,eng,True,2024-08-28,00:23:57,2024-08-28T00:23:57Z,2024-08-28T00:23:49Z,news,0.0,https://www.yahoo.com/news/house-intel-chair-turner-says-181353078.html,House Intel Chair Turner says Biden-Harris response on Iran threat to election is 'dangerously insufficient',"FIRST ON FOX: House Intelligence Committee Chairman Mike Turner is demanding President Biden take ""immediate and forceful action"" against Iran, calling his administration's response ""dangerously ...",[],,-0.1765,462500637,1,yahoo.com,news,Yahoo,https://s.yimg.com/ny/api/res/1.2/AvbYqSCCQqN0DrPwHJKA6w--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU7Y2Y9d2VicA--/https://media.zenfs.com/en/fox_news_text_979/18e8e7bce006715c03c46e1c4cd7d04c,2024-08-28
8294738113,eng,False,2024-08-28,00:20:14,2024-08-28T00:20:14Z,2024-08-28T00:20:00Z,news,0.5608,https://www.skynews.com.au/world-news/united-states/donald-trump-denounces-fresh-indictment-claims-it-is-a-weaponised-attack-by-kamala-harris-to-influence-2024-election/news-story/9c692f1390c7e9a33507b7d242b1c30a,Trump denounces new indictment as 'weaponised' attack amid election campaign,"Former president Donald Trump has accused Vice President Kamala Harris of weaponising charges against him to influence the upcoming election, following the DOJ's latest indictment related to his ...",[],eng-9852234,0.1059,462500414,1,skynews.com.au,news,Sky News Australia,https://content.api.news/v3/images/bin/bc27f26c2648e3b3cbac6d77080a1857,2024-08-28
8294736909,eng,True,2024-08-28,00:18:14,2024-08-28T00:18:14Z,2024-08-28T00:18:01Z,news,0.0,https://www.ktbs.com/news/national_politics/takeaways-from-the-new-indictment-against-donald-trump-in-the-january-6-and-election-subversion/article_0d6f416f-2e2c-5b1f-8217-b63a6193cc63.html,Takeaways from the new indictment against Donald Trump in the January 6 and election subversion case,"(CNN) -- Special counsel Jack Smith provided the latest twist in the 2020 election subversion case against former President Donald Trump, filing a retooled indictment Tuesday that he hopes comports ...","{'uri': ['john_fritze@ktbs.com'], 'name': ['John Fritze'], 'type': ['author'], 'isAgency': [False]}",,0.2078,462500294,1,ktbs.com,news,KTBS,https://bloximages.newyork1.vip.townnews.com/ktbs.com/content/tncms/assets/v3/editorial/b/0b/b0bd04bc-1349-540f-9127-54ed756b4d29/66ce6327e7eb7.image.jpg?crop=1920%2C1008%2C0%2C35&resize=438%2C230&order=crop%2Cresize,2024-08-28
8294736910,eng,True,2024-08-28,00:18:12,2024-08-28T00:18:12Z,2024-08-28T00:18:01Z,news,0.0,https://www.ktbs.com/news/national_politics/takeaways-from-the-new-indictment-against-donald-trump-in-the-january-6-and-election-subversion/article_f5ff78b3-2a7b-576a-9167-9a72940c3983.html,Takeaways from the new indictment against Donald Trump in the January 6 and election subversion case,"(CNN) -- Special counsel Jack Smith provided the latest twist in the 2020 election subversion case against former President Donald Trump, filing a retooled indictment Tuesday that he hopes comports ...","{'uri': ['john_fritze@ktbs.com'], 'name': ['John Fritze'], 'type': ['author'], 'isAgency': [False]}",,0.2078,462500292,1,ktbs.com,news,KTBS,https://bloximages.newyork1.vip.townnews.com/ktbs.com/content/tncms/assets/v3/editorial/d/b2/db2b6d4e-e53a-5dbc-9846-429ce8d1104c/66ce66f6f1ee2.image.jpg?crop=1920%2C1008%2C0%2C35&resize=438%2C230&order=crop%2Cresize,2024-08-28
2024-08-467859885,eng,False,2024-08-28,00:17:29,2024-08-28T00:17:29Z,2024-08-27T23:05:10Z,news,0.7725,https://internewscast.com/news/new-indictment-issued-against-donald-trump-by-special-counsel-jack-smith-even-after-supreme-courts-immunity-decision/,New indictment issued against Donald Trump by special counsel Jack Smith even after Supreme Court's immunity decision - Internewscast Journal,"DONALD Trump has been recharged with four criminal counts in his election interference case in Washington DC.

1

Special counsel Jack Smith revised the original four-count indictment, which was filed ...",[],eng-9852234,0.4431,462500249,13,internewscast.com,news,Internewscast Journal,https://internewscast.com/wp-content/uploads/2024/08/Donald-Trump-hit-with-new-indictment-by-special-counsel-Jack.jpg,2024-08-28
2024-08-467859088,eng,False,2024-08-28,00:16:07,2024-08-28T00:16:07Z,2024-08-28T00:03:27Z,news,0.0,https://www.sfgate.com/news/article/maga-black-hats-clear-swag-bags-the-first-19726600.php,"'MAGA BLACK' hats, clear swag bags, the first Trump/Vance signs: Highlights of what the Smithsonian is archiving from the Republican convention","(The Conversation is an independent and nonprofit source of news, analysis and commentary from academic experts.)

Claire Jerry, Smithsonian Institution and Jon Grinspan, Smithsonian Institution

(THE ...",[],,0.1294,462500167,1,sfgate.com,news,San Francisco Gate,https://s.hdnux.com/photos/01/34/02/57/24128448/3/rawImage.jpg,2024-08-28
2024-08-467855101,eng,True,2024-08-28,00:06:41,2024-08-28T00:06:41Z,2024-08-27T23:44:51Z,news,0.0,https://www.newsmax.com/us/steve-hilton-california-governor/2024/08/27/id/1178119/,Steve Hilton Considers California Governor Run,"Steve Hilton, a former news host and policy adviser to British Prime Minister David Cameron, is reportedly contemplating a bid to become California's next governor in 2026, according to sources close ...","{'uri': ['jim_thomas@newsmax.com'], 'name': ['Jim Thomas'], 'type': ['author'], 'isAgency': [False]}",,0.098,462499601,1,newsmax.com,news,NewsMax,https://www.newsmax.com/CMSPages/GetFile.aspx?guid=80fc37f4-e8a7-4b44-823f-5e306523803d&SiteName=Newsmax&maxsidesize=280,2024-08-28
8294720635,eng,False,2024-08-27,23:57:28,2024-08-27T23:57:28Z,2024-08-27T23:57:16Z,news,0.6157,https://www.clickondetroit.com/news/local/2024/08/27/kamala-harris-to-visit-detroit-on-labor-day/,Kamala Harris to visit Detroit on Labor Day,"DETROIT - Vice President Kamala Harris and her campaign will be busy on Labor Day, as Local 4 learned that she will be stopping by Detroit on Labor Day.

Harris will visit Detroit on Monday (Sept. 2), ...","{'uri': ['brandon_carr@clickondetroit.com'], 'name': ['Brandon Carr'], 'type': ['author'], 'isAgency': [False]}",eng-9852666,0.0353,462499048,1,clickondetroit.com,news,WDIV,"https://res.cloudinary.com/graham-media-group/image/upload/f_auto/q_auto/c_thumb,w_700/v1/media/anyclip/kTUIlpEBCn68at4T5xai/1724799136217_1920x1080_thumbnail.jpg?_a=DATAfRfiZAA0",2024-08-28
2024-08-467851429,eng,True,2024-08-27,23:57:15,2024-08-27T23:57:15Z,2024-08-27T22:59:01Z,news,0.0,https://www.channel3000.com/news/national-and-world-news/takeaways-from-the-new-indictment-against-donald-trump-in-the-january-6-and-election-subversion/article_6d7218ce-d5ed-51d8-9d54-61d979e85721.html,Takeaways from the new indictment against Donald Trump in the January 6 and election subversion case,"Special counsel Jack Smith and former President Donald Trump.

(CNN) -- Special counsel Jack Smith provided the latest twist in the 2020 election subversion case against former President Donald Trump, ...","{'uri': ['john_fritze@channel3000.com'], 'name': ['John Fritze'], 'type': ['author'], 'isAgency': [False]}",,0.1373,462499035,1,channel3000.com,news,Channel 3000,https://bloximages.newyork1.vip.townnews.com/channel3000.com/content/tncms/assets/v3/editorial/d/86/d862bb31-23ff-515e-bb0c-ed06a34a3bbf/66ce632368735.image.jpg?crop=1920%2C1008%2C0%2C35&resize=438%2C230&order=crop%2Cresize,2024-08-28
2024-08-467849825,eng,True,2024-08-27,23:51:27,2024-08-27T23:51:27Z,2024-08-27T23:44:51Z,news,0.0,https://www.newsmax.com/newsfront/steve-hilton-california-governor/2024/08/27/id/1178119/,Steve Hilton Considers California Governor Run,"Steve Hilton, a former news host and policy adviser to British Prime Minister David Cameron, is reportedly contemplating a bid to become California's next governor in 2026, according to sources close ...","{'uri': ['jim_thomas@newsmax.com'], 'name': ['Jim Thomas'], 'type': ['author'], 'isAgency': [False]}",,0.098,462498687,1,newsmax.com,news,NewsMax,https://www.newsmax.com/CMSPages/GetFile.aspx?guid=80fc37f4-e8a7-4b44-823f-5e306523803d&SiteName=Newsmax&maxsidesize=280,2024-08-28
2024-08-467849064,eng,True,2024-08-27,23:49:17,2024-08-27T23:49:17Z,2024-08-27T23:44:51Z,news,0.0,https://www.newsmax.com/politics/steve-hilton-california-governor/2024/08/27/id/1178119/,Steve Hilton Considers California Governor Run,"Steve Hilton, a former news host and policy adviser to British Prime Minister David Cameron, is reportedly contemplating a bid to become California's next governor in 2026, according to sources close ...","{'uri': ['jim_thomas@newsmax.com'], 'name': ['Jim Thomas'], 'type': ['author'], 'isAgency': [False]}",,0.098,462498557,1,newsmax.com,news,NewsMax,https://www.newsmax.com/CMSPages/GetFile.aspx?guid=80fc37f4-e8a7-4b44-823f-5e306523803d&SiteName=Newsmax&maxsidesize=280,2024-08-28
8294710803,eng,True,2024-08-27,23:45:02,2024-08-27T23:45:02Z,2024-08-27T23:42:51Z,news,0.7216,https://keyt.com/cnn-opinion/2024/08/27/mark-zuckerbergs-election-season-gift-to-republicans/,Mark Zuckerberg's election-season gift to Republicans,"(CNN) -- Mark Zuckerberg is handing Republicans political victories ahead of the 2024 presidential election, acquiescing to years of GOP grievances over his company's policies.

In recent days, the ...","{'uri': ['cnn_newsource@keyt.com'], 'name': ['Cnn Newsource'], 'type': ['author'], 'isAgency': [False]}",,0.0902,462498302,1,keyt.com,news,NewsChannel 3-12,https://keyt.b-cdn.net/2023/08/nc312-combined-commercial-slate-860x484.jpg,2024-08-28
8294710804,eng,False,2024-08-27,23:44:47,2024-08-27T23:44:47Z,2024-08-27T23:42:51Z,news,0.7451,https://keyt.com/politics/cnn-us-politics/2024/08/27/takeaways-from-the-new-indictment-against-donald-trump-in-the-january-6-and-election-subversion-case/,Takeaways from the new indictment against Donald Trump in the January 6 and election subversion case,"(CNN) -- Special counsel Jack Smith provided the latest twist in the 2020 election subversion case against former President Donald Trump, filing a retooled indictment Tuesday that he hopes comports ...","{'uri': ['cnn_newsource@keyt.com'], 'name': ['Cnn Newsource'], 'type': ['author'], 'isAgency': [False]}",eng-9852234,0.2471,462498287,1,keyt.com,news,NewsChannel 3-12,https://keyt.b-cdn.net/2023/08/nc312-combined-commercial-slate-860x484.jpg,2024-08-28
2024-08-467845175,eng,False,2024-08-27,23:40:55,2024-08-27T23:40:55Z,2024-08-27T22:22:38Z,news,0.6863,https://www.usatoday.com/story/news/politics/elections/2024/08/27/cnn-interview-kamala-harris-watch/74973563007/,"Kamala Harris, Tim Walz on CNN: How to watch and stream primetime interview","CNN Anchor and Chief Political Correspondent Dana Bash will conduct the interview with Harris and Walz in Georgia, according to a press release from the network. Georgia, home to CNN headquarters, is ...",[],eng-9852371,-0.0118,462498055,1,usatoday.com,news,USA Today,"https://www.usatoday.com/gcdn/authoring/authoring-images/2024/08/27/USAT/74973865007-20240821-t-222252-z-1051870040-rc-22-k-9-aszaqk-rtrmadp-3-usaelectionharriswalz.JPG?crop=5499,3094,x0,y286&width=1600&height=800&format=pjpg&auto=webp",2024-08-28
8294705517,eng,False,2024-08-27,23:35:27,2024-08-27T23:35:27Z,2024-08-27T23:35:20Z,news,0.0,https://www.benzinga.com/general/politics/24/08/40590715/harris-vs-trump-no-democratic-national-convention-bump-for-vice-president-rfk-jr-suspension-fail,"Harris Vs. Trump: No Democratic National Convention Bump For Vice President, RFK Jr. Suspension Fails To Move Needle For Either Candidate","Harris' lead remains four points, but fails to grow after the Democratic National Convention (DNC).

Vice President Kamala Harris ties her record-high lead over Donald Trump, but fails to gain ground ...","{'uri': ['chris_katje@benzinga.com'], 'name': ['Chris Katje'], 'type': ['author'], 'isAgency': [False]}",,0.0667,462497727,1,benzinga.com,news,Benzinga,https://cdn.benzinga.com/files/images/story/2024/08/27/trump-harris-shutter_0.jpeg?width=1200&height=800&fit=crop,2024-08-28
8294703676,eng,False,2024-08-27,23:33:19,2024-08-27T23:33:19Z,2024-08-27T23:32:59Z,news,0.6941,https://www.ntd.com/democrats-challenge-gop-backed-election-rule-changes-in-georgia_1013455.html,Democrats Challenge GOP-Backed Election Rule Changes in Georgia,"Georgia Secretary of State Brad Raffensperger holds a press conference on the status of ballot counting in Atlanta on Nov. 6, 2020. (Jessica McGowan/Getty Images)

Democrats are suing the Georgia ...",[],eng-9845403,0.2314,462497599,1,ntd.com,news,NTD,https://i.ntd.com/assets/uploads/2024/08/id1013456-brad-raffenspergerKO.jpg,2024-08-28
8294699383,eng,True,2024-08-27,23:26:59,2024-08-27T23:26:59Z,2024-08-27T23:26:45Z,news,0.0,https://www.thesun.co.uk/news/30118748/donald-trump-recharged-election-interference-case-supreme-court-ruling/,Donald Trump hit with new indictment despite SCOTUS immunity ruling,"DONALD Trump has been recharged with four criminal counts in his election interference case in Washington DC.

The new superseding indictment was filed on Tuesday due to the July Supreme Court ruling ...","{'uri': ['israel_salas_rodriguez@thesun.co.uk'], 'name': ['Israel Salas-Rodriguez'], 'type': ['author'], 'isAgency': [False]}",,0.2784,462497219,13,thesun.co.uk,news,The Sun,https://www.thesun.co.uk/wp-content/uploads/2024/08/BB-TRUMP-INDICTMENT-OFFPLATFORM-v3.jpg?strip=all&quality=100&w=1920&h=1080&crop=1,2024-08-28
8294697914,eng,True,2024-08-27,23:25:04,2024-08-27T23:25:04Z,2024-08-27T23:24:57Z,news,0.8,https://www.thesun.ie/news/13701965/donald-trump-recharged-election-interference-case-supreme-court-ruling/,Donald Trump hit with new indictment despite SCOTUS immunity ruling,"DONALD Trump has been recharged with four criminal counts in his election interference case in Washington DC.

The new superseding indictment was filed on Tuesday due to the July Supreme Court ruling ...","{'uri': ['israel_salas_rodriguez@thesun.ie'], 'name': ['Israel Salas-Rodriguez'], 'type': ['author'], 'isAgency': [False]}",,0.2784,462497104,13,thesun.ie,news,The Irish Sun,https://www.thesun.ie/wp-content/uploads/sites/3/2024/08/BB-TRUMP-INDICTMENT-OFFPLATFORM-v3.jpg?strip=all&quality=100&w=1920&h=1080&crop=1,2024-08-28
2024-08-467837525,eng,False,2024-08-27,23:21:40,2024-08-27T23:21:40Z,2024-08-27T20:28:39Z,news,0.8,https://www.thescottishsun.co.uk/news/13433064/donald-trump-recharged-election-interference-case-supreme-court-ruling/,Donald Trump hit with new indictment despite SCOTUS immunity ruling,"DONALD Trump has been recharged with four criminal counts in his election interference case in Washington DC.

The new superseding indictment was filed on Tuesday due to the July Supreme Court ruling ...","{'uri': ['israel_salas_rodriguez@thescottishsun.co.uk'], 'name': ['Israel Salas-Rodriguez'], 'type': ['author'], 'isAgency': [False]}",eng-9852234,0.3647,462496900,13,thescottishsun.co.uk,news,The Scottish Sun,https://www.thescottishsun.co.uk/wp-content/uploads/sites/2/2024/08/BB-TRUMP-INDICTMENT-OFFPLATFORM-v3.jpg?strip=all&quality=100&w=1920&h=1080&crop=1,2024-08-28
2024-08-467835490,eng,True,2024-08-27,23:18:41,2024-08-27T23:18:41Z,2024-08-27T23:08:58Z,news,0.0,https://edition.cnn.com/2024/08/27/media/mark-zuckerberg-election-season-republicans/index.html,Mark Zuckerberg's election-season gift to Republicans,"Mark Zuckerberg is handing Republicans political victories ahead of the 2024 presidential election, acquiescing to years of GOP grievances over his company's policies.

In recent days, the Meta chief ...","{'uri': ['jon_passantino@edition.cnn.com'], 'name': ['Jon Passantino'], 'type': ['author'], 'isAgency': [False]}",,0.0667,462496721,1,edition.cnn.com,news,CNN International,"https://media.cnn.com/api/v1/images/stellar/prod/2024-08-27t140015z-1851845060-rc22t5aapeix-rtrmadp-3-meta-platforms-biden-coronavirus.jpg?c=16x9&q=w_800,c_fill",2024-08-28
8294692821,eng,False,2024-08-27,23:18:37,2024-08-27T23:18:37Z,2024-08-27T23:18:28Z,news,0.851,https://townhall.com/tipsheet/rebeccadowns/2024/08/27/a-direct-assault-on-democracy-trump-responds-to-jack-smiths-indictment-n2644010,'A Direct Assault on Democracy!' Trump Responds to Jack Smith's Indictment,"Earlier on Tuesday, as Mia covered, Special Counsel Jack Smith filed a new indictment against former and potentially future President Donald Trump in the January 6 case. With considerable righteous ...","{'uri': ['rebecca_downs@townhall.com'], 'name': ['Rebecca Downs'], 'type': ['author'], 'isAgency': [False]}",eng-9852637,-0.1294,462496717,1,townhall.com,news,Townhall,https://media.townhall.com/cdn/hodl/2024/227/97e2df20-5b2a-4c3d-93ea-90bc5f498a1c.jpg,2024-08-28
8294691836,eng,True,2024-08-27,23:17:19,2024-08-27T23:17:19Z,2024-08-27T23:17:10Z,news,0.0,https://theminnesotasun.com/mn-news/report-harris-uses-criteria-of-race-in-selection-of-interview-host/admin/2024/08/27/,Report: Harris Uses Criteria of 'Race' in Selection of Interview Host - The Minnesota Sun,"""Race and gender"" are key criteria in Vice President Kamala Harris's selection of a media personality to host her first sit down interview since joining the presidential race, a report Monday in ...",[],,0.2314,462496639,1,theminnesotasun.com,news,The Minnesota Sun,,2024-08-28
