uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,eventUri,sentiment,wgt,relevance,source.uri,source.dataType,source.title
2024-08-453285833,eng,False,2024-08-13,18:29:27,2024-08-13T18:29:27Z,2024-08-13T14:54:44Z,news,0.0,https://eu.yorkdispatch.com/story/opinion/contributors/2024/08/13/funders-cannot-wait-until-the-day-after-to-act/74779443007/,Funders cannot wait until the day after to act,"A dog chomping on a lithium-ion battery sparked a serious house fire in Oklahoma, footage taken from the home shows the dog gnawing on its choice of a chew toy. Another dog can be seen on a couch and ...",[],"https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/PPYD/74779467007-opedfunderselectioncommentaryget.jpg?auto=webp&crop=2999,1688,x0,y156&format=pjpg&width=1200",,0.2314,461269767,1,yorkdispatch.com,news,York Dispatch
8273166726,eng,True,2024-08-13,18:19:50,2024-08-13T18:19:50Z,2024-08-13T18:17:17Z,news,0.0,https://gazette.com/news/wex/kellyanne-conway-presses-trump-for-fewer-insults-in-bid-for-winning-formula/article_484a5bb9-fd9f-54ed-a213-5db4928aad1a.html,Kellyanne Conway presses Trump for 'fewer insults' in bid for 'winning formula',"Former White House adviser Kellyanne Conway joined the chorus of GOP strategists who want former President Donald Trump to change his tone on the campaign trail.

Conway told Fox Business anchor Larry ...","{'uri': ['washington_examiner@gazette.com'], 'name': ['Washington Examiner'], 'type': ['author'], 'isAgency': [False]}",https://bloximages.newyork1.vip.townnews.com/gazette.com/content/tncms/custom/image/3f755dae-418c-11e8-a244-53852639d709.png?crop=235%2C235%2C1%2C0&resize=200%2C200&order=crop%2Cresize,,0.1216,461269190,1,gazette.com,news,Colorado Springs Gazette
2024-08-453275803,eng,True,2024-08-13,18:14:44,2024-08-13T18:14:44Z,2024-08-13T17:36:19Z,news,0.0,https://eu.cantonrep.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Election-denying Colorado official convicted of 3 felonies linked to conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...","{'uri': ['canton_repository@eu.cantonrep.com'], 'name': ['Canton Repository'], 'type': ['author'], 'isAgency': [False]}","https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6784,461268884,1,eu.cantonrep.com,news,The Repository
2024-08-453275651,eng,True,2024-08-13,18:14:35,2024-08-13T18:14:35Z,2024-08-13T17:36:19Z,news,0.0,https://eu.tuscaloosanews.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Election-denying Colorado official convicted of 3 felonies linked to conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...",[],"https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6784,461268875,1,eu.tuscaloosanews.com,news,Knoxville News Sentinel
8273154392,eng,False,2024-08-13,18:07:19,2024-08-13T18:07:19Z,2024-08-13T18:06:27Z,news,0.5647,https://www.investopedia.com/small-business-optimism-surge-could-be-short-lived-8694547,Why Last Month's Surge in Small-Business Optimism Could Be Short-Lived,"The boost could be short-lived, since it reflected the state of the 2024 presidential election at the time of the poll, when former President Donald Trump was favored to win. Small-business owners are ...",[],https://www.investopedia.com/thmb/YFrFzfuVcRdlwTqjG1QZ5TCzA1g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-2159612235-0a7e7b1189c2452caf8b2a73eec3cc7a.jpg,eng-9812954,0.2078,461268439,1,investopedia.com,news,Investopedia
8273150834,eng,False,2024-08-13,18:03:57,2024-08-13T18:03:57Z,2024-08-13T18:03:29Z,news,0.0,https://www.thedailybeast.com/the-most-outrageous-conspiracy-theories-of-the-2024-election-yet,The Most Outrageous Conspiracy Theories of the Election Yet,"From the assassination attempt on Donald Trump's life to Joe Biden's sudden withdrawal from the presidential race, the past month has offered ample material for the most paranoid creatives among us to ...",[],"https://img.thedailybeast.com/image/upload/c_crop,d_placeholder_euli9k,h_1688,w_3000,x_0,y_0/dpr_2.0/c_limit,w_740/fl_lossy,q_auto/v1723571159/240812-political-conspiracy-trump-shot-hero-3_tvtegg",,-0.1373,461268237,1,thedailybeast.com,news,The Daily Beast
2024-08-453264930,eng,True,2024-08-13,18:02:22,2024-08-13T18:02:22Z,2024-08-13T17:36:19Z,news,0.0,https://www.freep.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Election-denying Colorado official convicted of 3 felonies linked to conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...",[],"https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6784,461268142,1,freep.com,news,Detroit Free Press
2024-08-453261743,eng,True,2024-08-13,17:58:37,2024-08-13T17:58:37Z,2024-08-13T16:14:01Z,news,0.0,https://www.kansascity.com/entertainment/article291014020.html,Star Wars' Mark Hamill's Election Remark Takes Internet by Storm,"Star Wars actor Mark Hamill has made sarcastic digs at Donald Trump's ""sane"" and ""rational"" messaging over the former president's claims that Vice President Kamala Harris had faked photos of ...","{'uri': ['lottie_mcgrath@kansascity.com'], 'name': ['Lottie McGrath'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/elmhzn/picture291013775/alternates/LANDSCAPE_1140/285524c4-8a59-4593-b4df-d22b4aec7cd9,,-0.0902,461267917,1,kansascity.com,news,The Kansas City Star
8273141277,eng,False,2024-08-13,17:56:16,2024-08-13T17:56:16Z,2024-08-13T17:55:19Z,news,0.3961,https://www.thecatholictelegraph.com/vp-candidate-tim-walzs-record-on-catholic-issues-what-you-need-to-know/97350,VP candidate Tim Walz's record on Catholic issues: what you need to know,"Home""National & World News""VP candidate Tim Walz's record on Catholic issues: what you need to know National & World News VP candidate Tim Walz's record on Catholic issues: what you need to know ...","{'uri': ['catholic_telegraph@thecatholictelegraph.com'], 'name': ['Catholic Telegraph'], 'type': ['author'], 'isAgency': [False]}",https://www.thecatholictelegraph.com/wp-content/uploads/2024/08/gettyimages-2165931149.jpg,eng-9807334,-0.098,461267776,1,thecatholictelegraph.com,news,Catholic Telegraph
2024-08-453261337,eng,True,2024-08-13,17:55:27,2024-08-13T17:55:27Z,2024-08-13T17:36:19Z,news,0.0,https://eu.savannahnow.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Election-denying Colorado official convicted of 3 felonies linked to conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...",[],"https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6784,461267727,1,eu.savannahnow.com,news,Savannah Morning News
2024-08-453261194,eng,True,2024-08-13,17:55:07,2024-08-13T17:55:07Z,2024-08-13T17:36:19Z,news,0.0,https://eu.news-journalonline.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Election-denying Colorado official convicted of 3 felonies linked to conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...",[],"https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6784,461267707,1,eu.news-journalonline.com,news,Florida Today
2024-08-453261049,eng,False,2024-08-13,17:54:51,2024-08-13T17:54:51Z,2024-08-13T17:54:40Z,news,0.6706,https://www.democraticunderground.com/10143289826,City continues to seek payment from Trump's 2019 campaign visit,"Source: KTSM-TV El Paso, TX

Posted: Aug 12, 2024 / 10:25 AM MDT

Updated: Aug 13, 2024 / 07:40 AM MDT

EL PASO, Texas (KTSM) -- The City of El Paso continues to seek payment for former President ...",[],,eng-9815009,0.1843,461267691,1,democraticunderground.com,news,Democratic Underground
2024-08-453259960,eng,True,2024-08-13,17:52:51,2024-08-13T17:52:51Z,2024-08-13T17:36:19Z,news,0.0,https://eu.delawareonline.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Election-denying Colorado official convicted of 3 felonies linked to conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...",[],"https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6784,461267571,1,delawareonline.com,news,The News Journal
8273132651,eng,False,2024-08-13,17:48:40,2024-08-13T17:48:40Z,2024-08-13T17:46:57Z,news,0.3922,https://www.ncregister.com/cna/vp-candidate-tim-walz-s-record-on-catholic-issues-what-you-need-to-know,VP Candidate Tim Walz's Record on Catholic Issues: What You Need to Know,"Based on his record as governor, here's a look at where he stands on issues that matter to Catholics.

Vice President Kamala Harris' selection of Minnesota Gov. Tim Walz as her running mate for the ...",[],https://publisher-ncreg.s3.us-east-2.amazonaws.com/pb-ncregister/swp/hv9hms/media/2024081311088_403d1926745c32b50f580b84fb796853fa1ec578e23f0b3a0a57d1a205235224.jpg,eng-9807334,-0.0902,461267320,1,ncregister.com,news,National Catholic Register
2024-08-453250802,eng,True,2024-08-13,17:44:01,2024-08-13T17:44:01Z,2024-08-13T17:36:19Z,news,0.0,https://eu.jacksonville.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Election-denying Colorado official convicted of 3 felonies linked to conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...","{'uri': ['florida_times_union@eu.jacksonville.com'], 'name': ['Florida Times-Union'], 'type': ['author'], 'isAgency': [False]}","https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6784,461267041,1,eu.jacksonville.com,news,Treasure Coast Newspapers
2024-08-453245016,eng,True,2024-08-13,17:35:13,2024-08-13T17:35:13Z,2024-08-13T17:15:43Z,news,0.0,https://eu.argusleader.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Election-denying Colorado official convicted of 3 felonies linked to conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...",[],"https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6784,461266513,1,eu.argusleader.com,news,Argus Leader
2024-08-453237046,eng,False,2024-08-13,17:25:27,2024-08-13T17:25:27Z,2024-08-13T17:16:41Z,news,0.0,https://www.bloomberg.com/news/newsletters/2024-08-13/donald-trump-elon-musk-x-livestream-showed-reliance-on-each-other,"What Trump Gets From Musk, and Musk From Trump","Max Chafkin listened in on Monday night as Donald Trump and Elon Musk chatted on X, and today he writes about his takeaways. Plus: Young men and women are approaching their job searches differently, ...","{'uri': ['max_chafkin@bloomberg.com'], 'name': ['Max Chafkin'], 'type': ['author'], 'isAgency': [False]}",https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iBjOnILApsRM/v0/1200x800.jpg,,0.2471,461265927,1,bloomberg.com,news,Bloomberg Business
2024-08-453235388,eng,True,2024-08-13,17:23:36,2024-08-13T17:23:36Z,2024-08-13T17:15:43Z,news,0.0,https://eu.lancastereaglegazette.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Election-denying Colorado official convicted of 3 felonies linked to conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...",[],"https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6784,461265816,1,lancastereaglegazette.com,news,Lancaster Eagle-Gazette
2024-08-453228317,eng,True,2024-08-13,17:13:04,2024-08-13T17:13:04Z,2024-08-13T16:30:47Z,news,0.0,https://eu.cincinnati.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Tina Peters convicted on 7 counts tied to post-2020 election conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...",[],"https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6314,461265184,1,cincinnati.com,news,Cincinnati
2024-08-453220419,eng,True,2024-08-13,17:06:54,2024-08-13T17:06:54Z,2024-08-13T16:14:01Z,news,0.0,https://www.theolympian.com/entertainment/article291014020.html,Star Wars' Mark Hamill's Election Remark Takes Internet by Storm,"Star Wars actor Mark Hamill has made sarcastic digs at Donald Trump's ""sane"" and ""rational"" messaging over the former president's claims that Vice President Kamala Harris had faked photos of ...","{'uri': ['lottie_mcgrath@theolympian.com'], 'name': ['Lottie McGrath'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/elmhzn/picture291013775/alternates/LANDSCAPE_1140/285524c4-8a59-4593-b4df-d22b4aec7cd9,,-0.0902,461264814,1,theolympian.com,news,The  Olympian
2024-08-453218126,eng,True,2024-08-13,17:03:52,2024-08-13T17:03:52Z,2024-08-13T16:30:47Z,news,0.0,https://eu.usatoday.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Tina Peters convicted on 7 counts tied to post-2020 election conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...",[],"https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6314,461264632,1,usatoday.com,news,USA Today
2024-08-453216421,eng,True,2024-08-13,17:03:15,2024-08-13T17:03:15Z,2024-08-13T16:14:01Z,news,0.0,https://www.star-telegram.com/entertainment/article291014020.html,Star Wars' Mark Hamill's Election Remark Takes Internet by Storm,"Star Wars actor Mark Hamill has made sarcastic digs at Donald Trump's ""sane"" and ""rational"" messaging over the former president's claims that Vice President Kamala Harris had faked photos of ...","{'uri': ['lottie_mcgrath@star-telegram.com'], 'name': ['Lottie McGrath'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/elmhzn/picture291013775/alternates/LANDSCAPE_1140/285524c4-8a59-4593-b4df-d22b4aec7cd9,,-0.0902,461264595,1,star-telegram.com,news,Fort Worth Star-Telegram
2024-08-453215897,eng,False,2024-08-13,17:01:01,2024-08-13T17:01:01Z,2024-08-13T17:00:52Z,news,0.5608,https://www.jurist.org/news/2024/08/fbi-investigates-hacks-of-us-presidential-campaigns/,FBI investigates hacks of US presidential campaigns,"The FBI is currently investigating a cyber-attack on a Trump campaign website, according to an FBI statement to the Associated Press. Trump blamed the attack on the Iranian government but claimed that ...","{'uri': ['conor_doran@jurist.org'], 'name': ['Conor Doran'], 'type': ['author'], 'isAgency': [False]}",https://www.jurist.org/news/wp-content/uploads/sites/4/2024/02/Fbi_headquarters.jpg,eng-9807298,-0.0902,461264461,1,jurist.org,news,JURIST
2024-08-453213715,eng,True,2024-08-13,16:56:41,2024-08-13T16:56:41Z,2024-08-13T16:30:47Z,news,0.0,https://eu.indystar.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Tina Peters convicted on 7 counts tied to post-2020 election conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...",[],"https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6314,461264201,1,indystar.com,news,Indystar
2024-08-453213724,eng,True,2024-08-13,16:56:39,2024-08-13T16:56:39Z,2024-08-13T16:30:47Z,news,0.0,https://eu.telegram.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Tina Peters convicted on 7 counts tied to post-2020 election conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...","{'uri': ['worcester_telegram@eu.telegram.com'], 'name': ['Worcester Telegram'], 'type': ['author'], 'isAgency': [False]}","https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6314,461264199,1,eu.telegram.com,news,Telegram & Gazette
2024-08-453213601,eng,True,2024-08-13,16:56:30,2024-08-13T16:56:30Z,2024-08-13T16:30:47Z,news,0.0,https://eu.sheboyganpress.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Tina Peters convicted on 7 counts tied to post-2020 election conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...",[],"https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6314,461264190,1,sheboyganpress.com,news,The Sheboygan Press
2024-08-453209672,eng,True,2024-08-13,16:53:14,2024-08-13T16:53:14Z,2024-08-13T16:14:01Z,news,0.0,https://www.fresnobee.com/entertainment/article291014020.html,Star Wars' Mark Hamill's Election Remark Takes Internet by Storm,"Star Wars actor Mark Hamill has made sarcastic digs at Donald Trump's ""sane"" and ""rational"" messaging over the former president's claims that Vice President Kamala Harris had faked photos of ...",[],https://www.mcclatchy-wires.com/incoming/elmhzn/picture291013775/alternates/LANDSCAPE_1140/285524c4-8a59-4593-b4df-d22b4aec7cd9,,-0.0902,461263994,1,fresnobee.com,news,The Fresno Bee
2024-08-453208660,eng,True,2024-08-13,16:50:38,2024-08-13T16:50:38Z,2024-08-13T16:30:47Z,news,0.0,https://eu.statesman.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Tina Peters convicted on 7 counts tied to post-2020 election conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...","{'uri': ['austin_american_statesman@eu.statesman.com'], 'name': ['Austin American-Statesman'], 'type': ['author'], 'isAgency': [False]}","https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6314,461263838,1,eu.statesman.com,news,USA TODAY
8273062707,eng,False,2024-08-13,16:50:01,2024-08-13T16:50:01Z,2024-08-13T16:48:45Z,news,0.7529,https://www.washingtonexaminer.com/news/campaigns/presidential/3119736/kellyanne-conway-presses-trump-fewer-insults-bid-winning-formula/,Kellyanne Conway presses Trump for 'fewer insults' in bid for 'winning formula' - Washington Examiner,"Former White House adviser Kellyanne Conway joined the chorus of GOP strategists who want former President Donald Trump to change his tone on the campaign trail.

Conway told Fox Business anchor Larry ...","{'uri': ['emily_hallas@washingtonexaminer.com'], 'name': ['Emily Hallas'], 'type': ['author'], 'isAgency': [False]}",https://www.washingtonexaminer.com/wp-content/uploads/2024/08/Conway.webp,eng-9814594,0.1216,461263801,1,washingtonexaminer.com,news,Washington Examiner
2024-08-453202279,eng,True,2024-08-13,16:45:57,2024-08-13T16:45:57Z,2024-08-13T16:30:47Z,news,0.0,https://eu.coloradoan.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Tina Peters convicted on 7 counts tied to post-2020 election conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...","{'uri': ['fort_collins_coloradoan@coloradoan.com'], 'name': ['Fort Collins Coloradoan'], 'type': ['author'], 'isAgency': [False]}","https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6314,461263557,1,coloradoan.com,news,The Coloradoan
2024-08-453199370,eng,True,2024-08-13,16:45:39,2024-08-13T16:45:39Z,2024-08-13T16:14:01Z,news,0.0,https://www.newsobserver.com/entertainment/article291014020.html,Star Wars' Mark Hamill's Election Remark Takes Internet by Storm,"Star Wars actor Mark Hamill has made sarcastic digs at Donald Trump's ""sane"" and ""rational"" messaging over the former president's claims that Vice President Kamala Harris had faked photos of ...",[],https://www.mcclatchy-wires.com/incoming/elmhzn/picture291013775/alternates/LANDSCAPE_1140/285524c4-8a59-4593-b4df-d22b4aec7cd9,,-0.0902,461263539,1,newsobserver.com,news,The News&Observer
2024-08-453200640,eng,True,2024-08-13,16:44:28,2024-08-13T16:44:28Z,2024-08-13T16:30:47Z,news,0.0,https://eu.providencejournal.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Tina Peters convicted on 7 counts tied to post-2020 election conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...",[],"https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6314,461263468,1,eu.providencejournal.com,news,Associated Press
2024-08-453196895,eng,True,2024-08-13,16:37:56,2024-08-13T16:37:56Z,2024-08-13T16:30:47Z,news,0.0,https://eu.news-leader.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Tina Peters convicted on 7 counts tied to post-2020 election conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...","{'uri': ['springfield_news_leader@news-leader.com'], 'name': ['Springfield News-Leader'], 'type': ['author'], 'isAgency': [False]}","https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",,-0.6314,461263076,1,news-leader.com,news,Springfield News-Leader
8273047920,eng,False,2024-08-13,16:37:25,2024-08-13T16:37:25Z,2024-08-13T16:36:22Z,news,0.7569,https://gizmodo.com/michigan-secretary-of-state-swatted-twice-in-48-hours-in-disturbing-trend-against-election-officials-2000486378,Michigan Secretary of State Swatted Twice in 48 Hours in Disturbing Trend Against Election Officials,"Officials in Missouri, Maine, Georgia and Virginia have all been targeted recently.

Michigan Secretary of State Jocelyn Benson was swatted twice in the span of just 48 hours, according to a tweet she ...","{'uri': ['matt_novak@gizmodo.com'], 'name': ['Matt Novak'], 'type': ['author'], 'isAgency': [False]}",https://gizmodo.com/app/uploads/2024/08/Michigan-Secretary-of-State-Jocelyn-Benson-August-3-2022-getty.jpg,eng-9814460,-0.4431,461263045,1,gizmodo.com,news,Gizmodo
2024-08-453193564,eng,False,2024-08-13,16:33:45,2024-08-13T16:33:45Z,2024-08-13T16:30:47Z,news,0.7882,https://eu.lcsun-news.com/story/news/politics/2024/08/13/tina-peters-verdict-convicted-tampering-voting-machines-2020-election/74778508007/,Tina Peters convicted on 7 counts tied to post-2020 election conspiracy theories,"A 12-person Colorado jury convicted a former Republican county clerk of seven criminal charges Monday including felony attempt to influence a public servant, earmarking another conviction tied to ...",[],"https://www.gannett-cdn.com/authoring/authoring-images/2024/08/13/USAT/74778614007-20220629-t-034349-z-1666167562-rc-2-d-1-v-9-x-8-f-7-q-rtrmadp-3-usaelectioncolorado.JPG?auto=webp&crop=3637,2046,x0,y3409&format=pjpg&width=1200",eng-9811660,-0.6314,461262825,1,eu.lcsun-news.com,news,Las Cruces Sun-News
2024-08-453192213,eng,True,2024-08-13,16:33:41,2024-08-13T16:33:41Z,2024-08-13T16:14:01Z,news,0.0,https://www.sunherald.com/entertainment/article291014020.html,Star Wars' Mark Hamill's Election Remark Takes Internet by Storm,"Star Wars actor Mark Hamill has made sarcastic digs at Donald Trump's ""sane"" and ""rational"" messaging over the former president's claims that Vice President Kamala Harris had faked photos of ...","{'uri': ['lottie_mcgrath@sunherald.com'], 'name': ['Lottie McGrath'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/elmhzn/picture291013775/alternates/LANDSCAPE_1140/285524c4-8a59-4593-b4df-d22b4aec7cd9,,-0.0902,461262821,1,sunherald.com,news,Sun Herald
